FECHA,HORA,AJM,AJU,BJU,CAM,CCA,COY,FAR,GAM,HGM,INN,MER,MGH,MON,MPA,NEZ,PED,SAC,SAG,SFE,SJA,TLA,UAX,UIZ,XAL
23/04/23,5,16,21,22,-99,23,-99,30,22,-99,12,29,-99,-99,-99,27,-99,26,-99,-99,-99,21,22,22,-99
23/04/23,6,16,17,19,-99,19,-99,19,24,-99,10,21,-99,-99,-99,24,-99,25,-99,-99,-99,30,29,26,-99
23/04/23,7,17,20,24,-99,20,-99,30,28,-99,14,25,-99,-99,-99,23,-99,20,-99,-99,-99,24,31,25,-99
23/04/23,8,17,15,22,-99,12,-99,10,32,-99,12,26,-99,-99,-99,21,-99,18,-99,-99,-99,22,25,31,-99
23/04/23,9,18,15,20,-99,20,-99,16,29,-99,11,26,-99,-99,-99,18,-99,19,-99,-99,-99,36,18,28,-99
23/04/23,10,21,13,42,-99,23,-99,11,23,-99,15,6,-99,-99,-99,20,-99,14,-99,-99,-99,29,10,21,-99
23/04/23,11,10,20,22,-99,21,-99,11,15,-99,11,35,-99,-99,-99,15,-99,17,-99,-99,-99,21,13,15,-99
23/04/23,12,8,19,23,-99,13,-99,14,2,-99,16,12,-99,-99,-99,13,-99,11,-99,-99,-99,15,9,10,-99
23/04/23,13,16,28,32,-99,12,-99,-99,8,-99,12,-99,-99,-99,-99,8,-99,12,-99,-99,-99,14,13,11,-99
23/04/23,14,18,23,35,-99,12,-99,16,18,-99,13,10,-99,-99,-99,11,-99,16,-99,-99,-99,6,23,18,-99
23/04/23,15,10,21,27,-99,14,-99,12,19,-99,11,16,-99,-99,-99,9,-99,13,-99,-99,-99,5,4,16,-99
23/04/23,16,14,69,23,-99,15,-99,52,14,-99,14,18,-99,-99,-99,10,-99,13,-99,-99,-99,3,14,14,-99
23/04/23,17,10,17,15,-99,13,-99,44,11,-99,6,12,-99,-99,-99,13,-99,-99,-99,-99,-99,10,14,17,-99
23/04/23,18,10,16,12,-99,10,-99,24,18,-99,16,6,-99,-99,-99,14,-99,-99,-99,-99,-99,8,20,10,-99
23/04/23,19,10,15,13,-99,10,-99,13,8,-99,8,7,-99,-99,-99,14,-99,14,-99,-99,-99,11,25,12,-99
23/04/23,20,7,29,6,-99,15,-99,12,13,-99,-99,23,-99,-99,11,15,-99,15,-99,-99,-99,13,22,12,-99
23/04/23,21,8,18,15,-99,12,-99,15,9,-99,15,18,-99,-99,12,14,-99,16,-99,-99,-99,10,16,12,-99
23/04/23,22,11,19,11,-99,17,-99,16,28,-99,7,18,-99,-99,13,16,-99,16,-99,-99,-99,15,15,13,-99
23/04/23,23,25,21,15,-99,17,-99,19,22,-99,12,17,-99,-99,16,16,-99,16,-99,-99,-99,19,22,18,-99
23/04/23,24,16,18,15,-99,16,-99,22,22,-99,14,18,-99,-99,15,19,-99,19,-99,-99,-99,22,20,21,-99
24/04/23,1,15,15,17,-99,23,-99,21,15,-99,13,16,-99,-99,13,18,-99,23,-99,-99,-99,9,19,14,-99
24/04/23,2,13,17,12,-99,20,-99,21,25,-99,11,-99,-99,-99,14,14,-99,18,-99,-99,-99,21,23,15,-99
24/04/23,3,11,16,16,-99,23,-99,21,30,-99,11,25,-99,-99,14,19,-99,22,-99,-99,-99,32,24,16,-99
24/04/23,4,15,22,19,-99,22,-99,25,16,-99,11,22,-99,-99,16,19,-99,24,-99,-99,-99,11,35,19,-99
24/04/23,5,9,19,23,-99,22,-99,22,25,-99,8,24,-99,-99,16,21,-99,23,-99,-99,-99,15,28,20,-99
24/04/23,6,11,16,20,-99,22,-99,25,21,-99,12,23,-99,-99,17,27,-99,20,-99,-99,-99,19,24,24,-99
24/04/23,7,21,15,22,-99,20,-99,33,23,-99,10,23,-99,-99,18,26,-99,25,-99,-99,-99,22,24,23,-99
24/04/23,8,20,27,22,-99,22,-99,13,20,-99,11,22,-99,-99,17,31,-99,27,-99,-99,-99,25,20,25,-99
24/04/23,9,21,-99,24,-99,24,-99,17,28,-99,9,27,-99,-99,22,28,-99,31,-99,-99,-99,37,20,28,-99
24/04/23,10,30,22,33,-99,29,-99,18,34,-99,12,33,-99,-99,17,32,-99,27,-99,-99,-99,31,25,29,-99
24/04/23,11,30,31,36,-99,35,-99,18,30,-99,2,26,-99,-99,15,23,-99,47,-99,-99,-99,36,21,20,-99
24/04/23,12,29,26,29,-99,21,-99,17,24,-99,3,17,-99,-99,12,17,-99,21,-99,-99,-99,20,17,16,-99
24/04/23,13,18,51,-99,-99,20,-99,13,17,-99,3,15,-99,-99,21,18,-99,40,-99,-99,-99,25,17,15,-99
24/04/23,14,17,33,-99,-99,18,-99,16,12,-99,11,30,-99,-99,15,19,-99,37,-99,-99,-99,28,10,22,-99
24/04/23,15,24,20,-99,-99,21,-99,13,29,-99,13,20,-99,-99,23,21,-99,22,-99,-99,-99,23,21,17,-99
24/04/23,16,15,28,-99,-99,17,-99,22,17,-99,15,21,-99,-99,15,17,-99,21,-99,-99,-99,22,29,15,-99
24/04/23,17,20,25,-99,-99,19,-99,18,20,-99,12,25,-99,-99,13,23,-99,27,-99,-99,-99,22,22,17,-99
24/04/23,18,23,15,-99,-99,17,-99,22,21,-99,6,17,-99,-99,20,16,-99,20,-99,-99,-99,18,20,17,-99
24/04/23,19,8,23,-99,-99,17,-99,20,13,-99,16,20,-99,-99,16,14,-99,10,-99,-99,-99,18,22,12,-99
24/04/23,20,9,16,-99,-99,16,-99,18,13,-99,10,18,-99,-99,18,13,-99,17,-99,-99,-99,13,23,9,-99
24/04/23,21,11,14,-99,-99,15,-99,16,10,-99,12,11,-99,-99,12,14,-99,15,-99,-99,-99,8,20,12,-99
24/04/23,22,17,16,-99,-99,12,-99,20,14,-99,7,10,-99,-99,7,16,-99,13,-99,-99,-99,12,11,13,-99
24/04/23,23,12,16,-99,-99,15,-99,12,16,-99,9,14,-99,-99,10,17,-99,15,-99,-99,-99,6,22,15,-99
24/04/23,24,10,15,-99,-99,19,-99,20,15,-99,14,18,-99,-99,12,17,-99,14,-99,-99,-99,23,23,14,-99
25/04/23,1,17,24,-99,-99,14,-99,36,17,-99,11,13,-99,-99,13,24,-99,14,-99,-99,-99,21,21,15,-99
25/04/23,2,8,14,-99,-99,14,-99,22,21,-99,12,21,-99,-99,15,19,-99,19,-99,-99,-99,9,22,17,-99
25/04/23,3,10,25,-99,-99,17,-99,17,17,-99,15,18,-99,-99,10,19,-99,16,-99,-99,-99,22,12,12,-99
25/04/23,4,11,13,-99,-99,15,-99,18,15,-99,13,11,-99,-99,12,16,-99,19,-99,-99,-99,21,16,18,-99
25/04/23,5,11,13,-99,-99,20,-99,16,11,-99,13,14,-99,-99,13,18,-99,17,-99,-99,-99,28,30,16,-99
25/04/23,6,10,14,-99,-99,17,-99,18,11,-99,10,7,-99,-99,15,23,-99,17,-99,-99,-99,24,22,16,-99
25/04/23,7,13,13,-99,-99,16,-99,18,16,-99,16,16,-99,-99,13,20,-99,16,-99,-99,-99,29,23,22,-99
25/04/23,8,11,11,-99,-99,21,-99,21,30,-99,13,20,-99,-99,13,26,-99,17,-99,-99,-99,25,22,17,-99
25/04/23,9,18,14,-99,-99,20,-99,14,22,-99,7,21,-99,-99,-99,21,-99,16,-99,-99,-99,27,11,17,-99
25/04/23,10,18,12,-99,-99,26,-99,8,23,-99,-99,13,-99,-99,20,10,-99,20,-99,-99,-99,8,14,15,-99
25/04/23,11,9,27,-99,-99,15,-99,19,22,-99,-99,17,-99,-99,7,11,-99,14,-99,-99,-99,8,12,8,-99
25/04/23,12,8,18,-99,-99,12,-99,17,17,-99,-99,-99,-99,-99,16,9,-99,48,-99,-99,-99,10,10,12,-99
25/04/23,13,15,22,-99,-99,14,-99,12,29,-99,-99,-99,-99,-99,11,9,-99,8,-99,-99,-99,10,7,9,-99
25/04/23,14,9,19,-99,-99,7,-99,7,24,-99,13,10,-99,-99,22,9,-99,13,-99,-99,-99,8,2,9,-99
25/04/23,15,15,19,12,-99,15,-99,3,4,-99,5,7,-99,-99,18,12,-99,12,-99,-99,-99,11,11,12,-99
25/04/23,16,14,26,16,-99,12,-99,10,14,-99,12,13,-99,-99,13,9,-99,14,-99,-99,-99,13,23,12,-99
25/04/23,17,15,25,26,-99,16,-99,11,22,-99,11,12,-99,-99,29,10,-99,20,-99,-99,-99,10,20,14,-99
25/04/23,18,12,20,3,-99,17,-99,16,6,-99,17,19,-99,-99,10,18,-99,15,-99,-99,-99,8,21,17,-99
25/04/23,19,18,18,22,-99,20,-99,27,12,-99,17,16,-99,-99,12,13,-99,16,-99,-99,-99,15,28,15,-99
25/04/23,20,19,18,23,-99,19,-99,24,12,-99,21,18,-99,-99,11,20,-99,15,-99,-99,-99,23,21,12,-99
25/04/23,21,19,20,28,-99,26,-99,17,19,-99,25,19,-99,-99,14,21,-99,15,-99,-99,-99,6,22,14,-99
25/04/23,22,18,27,24,-99,27,-99,21,23,-99,23,23,-99,-99,17,25,-99,19,-99,-99,-99,16,26,23,-99
25/04/23,23,22,27,9,-99,28,-99,26,26,-99,21,16,-99,-99,17,21,-99,21,-99,-99,-99,10,35,22,-99
25/04/23,24,24,23,20,-99,30,-99,26,14,-99,15,18,-99,-99,16,19,-99,20,-99,-99,-99,20,32,20,-99
26/04/23,1,20,27,22,-99,25,-99,19,24,-99,11,16,-99,-99,13,22,-99,21,-99,-99,-99,25,29,23,-99
26/04/23,2,23,23,37,-99,27,-99,23,29,-99,11,19,-99,-99,14,16,-99,21,-99,-99,-99,15,30,30,-99
26/04/23,3,19,18,28,-99,23,-99,20,23,-99,6,28,-99,-99,13,27,-99,24,-99,-99,-99,22,33,24,-99
26/04/23,4,15,19,24,-99,23,-99,20,29,-99,7,32,-99,-99,15,34,-99,44,-99,-99,-99,28,23,23,-99
26/04/23,5,17,16,22,-99,21,-99,33,28,-99,14,25,-99,-99,16,32,-99,51,-99,-99,-99,9,28,23,-99
26/04/23,6,17,25,23,-99,24,-99,37,27,-99,9,28,-99,-99,15,32,-99,47,-99,-99,-99,23,34,23,-99
26/04/23,7,24,20,27,-99,24,-99,50,38,-99,8,31,-99,-99,15,28,-99,43,-99,-99,-99,21,31,24,-99
26/04/23,8,15,16,20,-99,26,-99,26,45,-99,9,32,-99,-99,18,33,-99,30,-99,-99,-99,26,22,30,-99
26/04/23,9,18,21,29,-99,21,-99,22,32,-99,12,36,-99,-99,22,32,-99,36,-99,-99,-99,25,20,33,-99
26/04/23,10,28,22,61,-99,28,-99,22,21,-99,16,39,-99,-99,18,40,-99,34,-99,-99,-99,33,21,37,-99
26/04/23,11,-99,24,74,-99,33,-99,32,34,-99,18,-99,-99,-99,16,28,-99,23,-99,-99,-99,26,37,34,-99
26/04/23,12,-99,25,72,-99,37,-99,19,29,-99,16,-99,-99,-99,-99,12,-99,15,-99,-99,-99,23,20,19,-99
26/04/23,13,-99,23,25,-99,28,-99,11,30,-99,19,27,-99,-99,-99,16,-99,17,-99,-99,-99,25,7,15,-99
26/04/23,14,-99,26,31,-99,26,-99,12,5,-99,22,27,-99,-99,-99,18,-99,22,-99,-99,-99,27,19,16,-99
26/04/23,15,28,26,37,-99,21,-99,16,26,-99,11,24,-99,-99,15,21,-99,24,-99,-99,-99,19,23,14,-99
26/04/23,16,23,34,59,-99,20,-99,21,16,-99,14,24,-99,-99,20,28,-99,36,-99,-99,-99,19,35,22,-99
26/04/23,17,20,29,38,-99,25,-99,33,35,-99,15,25,-99,-99,16,24,-99,18,-99,-99,-99,21,35,23,-99
26/04/23,18,26,28,21,-99,26,-99,32,24,-99,17,19,-99,-99,19,23,-99,23,-99,-99,-99,27,33,21,-99
26/04/23,19,15,21,5,-99,21,-99,24,16,-99,10,24,-99,-99,20,21,-99,27,-99,-99,-99,4,29,16,-99
26/04/23,20,13,16,12,-99,19,-99,21,14,-99,36,24,-99,-99,16,21,-99,22,-99,-99,-99,19,25,12,-99
26/04/23,21,9,20,12,-99,15,-99,18,25,-99,63,19,-99,-99,11,22,-99,19,-99,-99,-99,20,18,13,-99
26/04/23,22,11,19,54,-99,19,-99,19,37,-99,50,44,-99,-99,9,23,-99,21,-99,-99,-99,19,14,10,-99
26/04/23,23,14,22,47,-99,36,-99,26,40,-99,35,32,-99,-99,8,18,-99,17,-99,-99,-99,15,17,15,-99
26/04/23,24,22,25,39,-99,35,-99,29,42,-99,54,34,-99,-99,17,18,-99,17,-99,-99,-99,24,22,16,-99
27/04/23,1,29,27,27,-99,26,-99,34,30,-99,60,31,-99,21,34,21,-99,24,-99,-99,-99,29,18,21,-99
27/04/23,2,28,40,25,-99,29,-99,21,30,-99,35,26,-99,24,54,34,-99,33,-99,-99,-99,13,30,21,-99
27/04/23,3,26,54,32,-99,29,-99,30,29,-99,30,33,-99,25,63,34,-99,31,-99,-99,-99,40,28,30,-99
27/04/23,4,34,84,28,-99,30,-99,27,27,-99,56,36,-99,34,32,41,-99,43,-99,-99,-99,22,47,55,-99
27/04/23,5,32,102,48,-99,31,-99,38,33,-99,68,40,-99,45,17,47,-99,51,-99,-99,-99,10,48,46,-99
27/04/23,6,36,83,52,-99,40,-99,46,37,-99,67,46,-99,43,18,67,-99,60,-99,-99,-99,36,58,48,-99
27/04/23,7,35,51,63,-99,43,-99,43,50,-99,54,52,-99,46,11,69,-99,62,-99,-99,-99,26,60,48,-99
27/04/23,8,38,40,59,-99,50,-99,43,55,-99,35,60,-99,67,11,61,-99,69,-99,-99,-99,45,62,57,-99
27/04/23,9,56,35,70,-99,51,-99,32,63,-99,19,74,-99,43,27,67,-99,75,-99,-99,-99,72,58,57,-99
27/04/23,10,59,21,59,-99,58,-99,46,64,-99,8,78,-99,43,36,75,-99,78,-99,-99,-99,75,52,59,-99
27/04/23,11,58,27,71,-99,62,-99,64,61,-99,12,31,-99,25,34,57,-99,56,-99,-99,-99,63,58,56,-99
27/04/23,12,46,24,66,-99,46,-99,46,51,-99,25,47,-99,33,20,34,-99,33,-99,-99,-99,48,40,34,-99
27/04/23,13,24,22,32,-99,33,-99,26,29,-99,26,33,-99,29,27,27,-99,28,-99,-99,-99,38,22,22,-99
27/04/23,14,27,27,25,-99,23,-99,18,39,-99,16,30,-99,35,15,30,-99,27,-99,-99,-99,21,23,26,-99
27/04/23,15,30,26,32,-99,20,-99,27,21,-99,17,17,-99,41,16,30,-99,33,-99,-99,-99,17,30,20,-99
27/04/23,16,29,27,-99,-99,20,-99,39,29,-99,26,-99,-99,43,14,26,-99,28,-99,-99,-99,24,33,20,-99
27/04/23,17,29,29,-99,-99,29,-99,36,20,-99,17,-99,-99,30,16,18,-99,21,-99,-99,-99,28,34,20,-99
27/04/23,18,23,26,13,-99,24,-99,20,28,-99,17,-99,-99,24,22,25,-99,26,-99,-99,-99,19,33,21,-99
27/04/23,19,12,16,47,-99,20,-99,27,13,-99,6,25,-99,34,18,17,-99,20,-99,-99,-99,19,23,14,-99
27/04/23,20,11,17,9,-99,14,-99,23,21,-99,8,26,-99,34,14,21,-99,19,-99,-99,-99,24,20,11,-99
27/04/23,21,18,16,31,-99,22,-99,23,17,-99,21,21,-99,23,20,24,-99,22,-99,-99,-99,26,16,19,-99
27/04/23,22,15,18,35,-99,24,-99,21,22,-99,28,21,-99,22,26,27,-99,22,-99,-99,-99,24,20,22,-99
27/04/23,23,21,24,17,-99,15,-99,21,36,-99,25,24,-99,16,19,23,-99,21,-99,-99,-99,21,23,22,-99
27/04/23,24,22,20,19,-99,20,-99,24,26,-99,27,19,-99,18,14,21,-99,21,-99,-99,-99,27,19,21,-99
28/04/23,1,19,28,28,-99,32,-99,32,21,-99,23,48,-99,20,25,20,-99,19,-99,-99,-99,28,24,20,-99
28/04/23,2,11,27,23,-99,25,-99,25,22,-99,23,35,-99,22,47,22,-99,22,-99,-99,-99,21,31,25,-99
28/04/23,3,12,20,28,-99,28,-99,29,25,-99,16,30,-99,40,42,25,-99,26,-99,-99,-99,26,29,23,-99
28/04/23,4,19,22,30,-99,23,-99,32,27,-99,10,25,-99,22,26,24,-99,25,-99,-99,-99,24,32,27,-99
28/04/23,5,11,19,32,-99,15,-99,29,23,-99,14,28,-99,24,30,24,-99,26,-99,-99,-99,20,32,27,-99
28/04/23,6,10,18,27,-99,16,-99,26,34,-99,12,36,-99,33,-99,21,-99,27,-99,-99,-99,32,33,27,-99
28/04/23,7,16,15,11,-99,13,-99,28,37,-99,17,40,-99,41,22,24,-99,84,-99,-99,-99,28,49,26,-99
28/04/23,8,20,12,26,-99,12,-99,33,54,-99,15,36,-99,40,52,49,-99,34,-99,-99,-99,26,19,29,-99
28/04/23,9,21,25,-99,-99,25,-99,37,44,-99,14,41,-99,29,15,36,-99,43,-99,-99,-99,40,29,40,-99
28/04/23,10,24,25,35,-99,26,-99,29,40,-99,15,40,-99,24,18,34,-99,44,-99,-99,-99,23,32,36,-99
28/04/23,11,32,33,63,-99,38,-99,29,31,-99,8,53,-99,18,27,21,-99,27,-99,-99,-99,9,37,28,-99
28/04/23,12,34,38,47,-99,33,-99,18,15,-99,17,52,-99,16,32,20,-99,22,-99,-99,-99,12,25,27,-99
28/04/23,13,34,32,35,-99,26,-99,16,19,-99,9,30,-99,19,33,19,-99,21,-99,-99,-99,14,19,24,-99
28/04/23,14,34,20,18,-99,23,-99,15,51,-99,19,24,-99,23,32,20,-99,-99,-99,-99,-99,23,21,27,-99
28/04/23,15,22,20,29,-99,28,-99,19,33,-99,10,32,-99,27,26,21,-99,-99,-99,-99,-99,22,35,27,-99
28/04/23,16,16,33,37,-99,22,-99,26,29,-99,16,19,-99,28,20,18,-99,-99,-99,-99,-99,31,26,20,-99
28/04/23,17,18,27,61,-99,22,-99,18,17,-99,13,23,-99,22,25,20,-99,20,-99,-99,-99,26,27,21,-99
28/04/23,18,19,31,44,-99,17,-99,19,25,-99,11,22,-99,25,19,17,-99,25,-99,-99,-99,18,23,22,-99
28/04/23,19,20,23,35,-99,22,-99,23,16,-99,16,19,-99,28,24,18,-99,24,-99,-99,-99,12,34,18,-99
28/04/23,20,15,18,14,-99,20,-99,23,14,-99,16,14,-99,27,21,18,-99,19,-99,-99,-99,14,21,13,-99
28/04/23,21,10,20,22,-99,13,-99,18,36,-99,4,14,-99,24,13,20,-99,16,-99,-99,-99,20,20,11,-99
28/04/23,22,12,21,23,-99,16,-99,20,24,-99,12,17,-99,23,8,16,-99,16,-99,-99,-99,13,15,16,-99
28/04/23,23,14,38,21,-99,15,-99,24,35,-99,9,17,-99,28,10,21,-99,18,-99,-99,-99,18,21,19,-99
28/04/23,24,12,37,13,-99,15,-99,24,23,-99,16,23,-99,26,12,28,-99,25,-99,-99,-99,24,19,22,-99
29/04/23,1,14,26,23,-99,16,-99,42,31,-99,16,34,-99,34,16,29,-99,25,-99,-99,-99,29,22,24,-99
29/04/23,2,14,22,27,-99,20,-99,33,26,-99,12,19,-99,43,17,26,-99,25,-99,-99,-99,21,29,27,-99
29/04/23,3,10,28,32,-99,21,-99,23,30,-99,10,32,-99,32,26,26,-99,24,-99,-99,-99,3,30,28,-99
29/04/23,4,12,29,25,-99,18,-99,32,23,-99,13,31,-99,29,24,24,-99,24,-99,-99,-99,-99,28,24,-99
29/04/23,5,13,15,20,-99,21,-99,25,31,-99,8,22,-99,38,17,32,-99,41,-99,-99,-99,29,48,26,-99
29/04/23,6,8,12,46,-99,15,-99,35,31,-99,10,32,-99,38,14,44,-99,46,-99,-99,-99,21,33,34,-99
29/04/23,7,17,10,35,-99,19,-99,30,35,-99,11,26,-99,51,11,34,-99,46,-99,-99,-99,33,32,27,-99
29/04/23,8,21,25,31,-99,13,-99,26,31,-99,13,38,-99,46,13,30,-99,42,-99,-99,-99,36,27,35,-99
29/04/23,9,21,22,38,-99,18,-99,31,29,-99,16,48,-99,35,6,32,-99,42,-99,-99,-99,29,15,40,-99
29/04/23,10,26,16,29,-99,40,-99,23,36,-99,5,30,-99,23,18,23,-99,33,-99,-99,-99,30,23,35,-99
29/04/23,11,35,31,30,-99,39,-99,24,33,-99,5,20,-99,16,26,24,-99,23,-99,-99,-99,43,29,25,-99
29/04/23,12,42,28,2,-99,39,-99,12,29,-99,8,22,-99,15,23,19,-99,25,-99,-99,-99,41,30,21,-99
29/04/23,13,31,20,4,-99,22,-99,13,7,-99,10,26,-99,17,18,15,-99,25,-99,-99,-99,34,13,21,-99
29/04/23,14,30,23,44,-99,20,-99,15,52,-99,17,27,-99,21,15,19,-99,-99,-99,-99,-99,34,11,24,-99
29/04/23,15,22,31,7,-99,19,-99,24,29,-99,29,20,-99,28,-99,19,-99,-99,-99,-99,-99,21,21,19,-99
29/04/23,16,26,26,23,-99,20,-99,23,29,-99,23,22,-99,27,24,22,-99,-99,-99,-99,-99,27,29,18,-99
29/04/23,17,20,30,86,-99,27,-99,16,26,-99,26,30,-99,27,26,25,-99,-99,-99,-99,-99,26,31,27,-99
29/04/23,18,21,24,47,-99,24,-99,30,18,-99,15,25,-99,41,18,26,-99,-99,-99,-99,-99,23,38,21,-99
29/04/23,19,12,24,29,-99,20,-99,28,30,-99,21,19,-99,33,19,23,-99,-99,-99,-99,-99,19,30,19,-99
29/04/23,20,24,16,37,-99,25,-99,30,22,-99,37,26,-99,25,12,42,-99,-99,-99,-99,-99,23,27,20,-99
29/04/23,21,23,33,29,-99,27,-99,29,31,-99,31,26,-99,23,31,25,-99,-99,-99,-99,-99,21,34,21,-99
29/04/23,22,20,28,18,-99,21,-99,18,20,-99,17,19,-99,15,22,21,-99,18,-99,-99,-99,20,26,12,-99
29/04/23,23,22,27,22,-99,21,-99,17,14,-99,18,18,-99,14,19,12,-99,15,-99,-99,-99,18,19,13,-99
29/04/23,24,25,28,20,-99,16,-99,20,21,-99,20,22,-99,18,16,42,-99,18,-99,-99,-99,11,18,17,-99
30/04/23,1,19,39,22,-99,18,-99,31,24,-99,18,23,-99,22,18,34,-99,22,-99,-99,-99,41,24,17,-99
30/04/23,2,16,20,17,-99,20,-99,24,22,-99,17,20,-99,24,18,26,-99,18,-99,-99,-99,47,29,19,-99
30/04/23,3,14,18,17,-99,20,-99,26,13,-99,10,29,-99,26,14,31,-99,20,-99,-99,-99,19,27,21,-99
30/04/23,4,10,11,19,-99,18,-99,13,20,-99,13,16,-99,28,15,22,-99,21,-99,-99,-99,17,24,21,-99
30/04/23,5,16,19,19,-99,21,-99,23,19,-99,13,16,-99,35,18,23,-99,24,-99,-99,-99,16,24,21,-99
30/04/23,6,20,20,20,-99,20,-99,21,21,-99,15,22,-99,35,16,23,-99,24,-99,-99,-99,22,27,20,-99
30/04/23,7,21,24,27,-99,20,-99,23,30,-99,14,25,-99,33,22,23,-99,24,-99,-99,-99,5,26,20,-99
30/04/23,8,20,24,23,-99,20,-99,18,24,-99,19,29,-99,38,25,32,-99,24,-99,-99,-99,35,14,23,-99
30/04/23,9,23,31,32,-99,21,-99,15,32,-99,20,37,-99,40,24,31,-99,37,-99,-99,-99,39,19,23,-99
30/04/23,10,30,21,42,-99,28,-99,22,28,-99,9,31,-99,29,26,34,-99,34,-99,-99,-99,39,28,30,-99
30/04/23,11,28,39,34,-99,33,-99,23,25,-99,6,33,-99,28,33,37,-99,25,-99,-99,-99,38,30,37,-99
30/04/23,12,34,25,18,-99,31,-99,18,22,-99,7,27,-99,11,23,20,-99,19,-99,-99,-99,29,22,24,-99
30/04/23,13,21,23,14,-99,25,-99,16,31,-99,18,25,-99,15,18,16,-99,18,-99,-99,-99,27,14,21,-99
30/04/23,14,18,25,29,-99,21,-99,18,19,-99,6,25,-99,16,21,16,-99,20,-99,-99,-99,28,12,19,-99
30/04/23,15,13,17,5,-99,18,-99,16,15,-99,15,-99,-99,19,25,18,-99,18,-99,-99,-99,23,11,14,-99
30/04/23,16,16,29,5,-99,15,-99,-99,39,-99,18,24,-99,23,27,24,-99,24,-99,-99,-99,16,24,18,-99
30/04/23,17,24,26,36,-99,19,-99,24,27,-99,16,21,-99,25,44,22,-99,26,-99,-99,-99,21,23,17,-99
30/04/23,18,14,23,45,-99,24,-99,25,24,-99,22,24,-99,27,46,18,-99,26,-99,-99,-99,20,29,22,-99
30/04/23,19,18,22,24,-99,21,-99,26,18,-99,16,26,-99,30,20,16,-99,24,-99,-99,-99,14,35,23,-99
30/04/23,20,10,18,31,-99,21,-99,25,12,-99,32,7,-99,26,14,21,-99,20,-99,-99,-99,11,31,15,-99
30/04/23,21,19,26,17,-99,20,-99,18,21,-99,25,16,-99,23,13,22,-99,22,-99,-99,-99,15,20,14,-99
30/04/23,22,22,33,17,-99,17,-99,21,13,-99,24,18,-99,23,18,18,-99,21,-99,-99,-99,9,22,16,-99
30/04/23,23,17,45,10,-99,23,-99,18,19,-99,9,12,-99,28,20,18,-99,21,-99,-99,-99,13,22,13,-99
30/04/23,24,11,37,14,-99,19,-99,19,11,-99,7,12,-99,11,22,19,-99,26,-99,-99,-99,15,26,16,-99
01/05/23,1,16,34,11,-99,14,-99,20,20,-99,13,20,-99,23,27,21,-99,20,-99,-99,-99,13,37,18,-99
01/05/23,2,19,64,8,-99,11,-99,21,16,-99,12,19,-99,21,21,21,-99,16,-99,-99,-99,4,30,22,-99
01/05/23,3,20,41,9,-99,19,-99,18,14,-99,10,19,-99,20,16,25,-99,18,-99,-99,-99,32,23,28,-99
01/05/23,4,18,22,13,-99,16,-99,14,14,-99,9,24,-99,21,16,50,-99,30,-99,-99,-99,40,33,25,-99
01/05/23,5,14,18,20,-99,21,-99,19,12,-99,6,25,-99,27,20,31,-99,29,-99,-99,-99,-99,21,20,-99
01/05/23,6,16,23,21,-99,18,-99,23,21,-99,2,36,-99,29,16,50,-99,40,-99,-99,-99,13,29,23,-99
01/05/23,7,12,13,22,-99,22,-99,32,23,-99,2,31,-99,25,12,28,-99,37,-99,-99,-99,18,36,28,-99
01/05/23,8,14,11,32,-99,15,-99,17,15,-99,2,32,-99,28,15,29,-99,37,-99,-99,-99,16,28,30,-99
01/05/23,9,14,8,22,-99,26,-99,21,25,-99,5,38,-99,31,13,34,-99,44,-99,-99,-99,27,25,33,-99
01/05/23,10,14,10,30,-99,22,-99,24,24,-99,-99,34,-99,32,18,32,-99,-99,-99,-99,-99,19,15,25,-99
01/05/23,11,12,22,-99,-99,17,-99,19,16,-99,6,-99,-99,12,11,16,-99,20,-99,-99,-99,16,10,16,-99
01/05/23,12,14,21,-99,-99,9,-99,13,7,-99,12,-99,-99,13,-99,10,-99,13,-99,-99,-99,18,11,13,-99
01/05/23,13,12,19,-99,-99,10,-99,7,22,-99,14,-99,-99,16,-99,10,-99,15,-99,-99,-99,18,5,-99,-99
01/05/23,14,12,22,-99,-99,11,-99,5,18,-99,13,-99,-99,15,-99,12,-99,16,-99,-99,-99,16,6,11,-99
01/05/23,15,22,30,-99,-99,16,-99,8,11,-99,17,-99,-99,20,25,15,-99,19,-99,-99,-99,19,22,13,-99
01/05/23,16,27,39,-99,-99,26,-99,16,21,-99,22,-99,-99,27,21,20,-99,24,-99,-99,-99,13,35,26,-99
01/05/23,17,19,31,-99,-99,25,-99,25,26,-99,17,-99,-99,27,25,25,-99,30,-99,-99,-99,34,33,25,-99
01/05/23,18,26,32,-99,-99,29,-99,35,22,-99,24,-99,-99,30,27,46,-99,35,-99,-99,-99,20,42,26,-99
01/05/23,19,18,28,21,-99,25,-99,28,28,-99,10,-99,-99,37,32,36,-99,30,-99,-99,-99,22,38,27,-99
01/05/23,20,20,22,17,-99,27,-99,32,22,-99,21,-99,-99,30,30,36,-99,25,-99,-99,-99,12,36,20,-99
01/05/23,21,23,30,21,-99,25,-99,28,42,-99,23,-99,-99,26,25,32,-99,27,-99,-99,-99,13,27,20,-99
01/05/23,22,15,33,25,-99,26,-99,29,35,-99,23,-99,-99,28,30,33,-99,26,-99,-99,-99,18,30,21,-99
