FECHA,HORA,ACO,AJM,AJU,ATI,BJU,CAM,CCA,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LLA,LPR,MER,MGH,MON,MPA,NEZ,PED,SAC,SAG,SFE,SJA,TAH,TLA,TLI,UAX,UIZ,VIF,XAL
06/06/23,16,8,10,-99,8,10,-99,13,10,-99,-99,13,17,5,-99,-99,-99,-99,-99,-99,25,13,4,4,-99,10,8,7,-99,-99,9,-99,7,13,13,3,-99
06/06/23,17,9,10,-99,10,10,-99,9,10,-99,-99,13,14,5,-99,-99,-99,12,-99,-99,21,11,4,4,-99,10,10,9,-99,-99,12,-99,7,14,14,4,-99
06/06/23,18,9,17,-99,13,12,-99,13,9,-99,-99,16,18,6,-99,-99,-99,18,-99,-99,24,23,6,4,-99,14,9,12,-99,-99,10,-99,7,15,14,7,-99
06/06/23,19,11,16,-99,15,15,-99,16,12,-99,-99,17,25,8,-99,-99,-99,21,-99,-99,22,19,5,3,-99,19,9,14,-99,-99,9,-99,8,14,11,8,-99
06/06/23,20,13,9,-99,16,21,-99,16,16,-99,-99,19,24,10,-99,-99,-99,24,-99,-99,29,23,8,2,-99,21,10,19,-99,-99,6,-99,12,19,13,11,-99
06/06/23,21,24,13,-99,24,24,-99,25,18,-99,-99,24,23,13,-99,-99,-99,35,-99,-99,33,31,9,2,-99,24,11,20,-99,-99,6,-99,17,23,25,18,-99
06/06/23,22,13,11,-99,23,33,-99,22,20,-99,-99,28,31,18,-99,-99,-99,40,-99,-99,22,24,16,2,-99,23,11,24,-99,-99,8,-99,23,27,24,15,-99
06/06/23,23,22,13,-99,20,25,-99,23,21,-99,-99,26,29,14,-99,-99,-99,35,-99,-99,24,23,15,3,-99,26,15,20,-99,-99,5,-99,19,28,25,14,-99
06/06/23,24,21,12,-99,13,23,-99,18,14,-99,-99,21,11,16,-99,-99,-99,41,-99,-99,30,20,12,2,-99,22,14,20,-99,-99,5,-99,22,29,32,14,-99
07/06/23,1,20,12,-99,13,15,-99,14,19,-99,-99,12,8,21,-99,-99,-99,25,-99,-99,32,18,9,2,-99,13,12,18,-99,-99,5,-99,28,19,30,15,-99
07/06/23,2,27,8,-99,10,14,-99,14,15,-99,-99,11,13,30,-99,-99,-99,22,-99,-99,20,15,7,2,-99,11,13,17,-99,-99,9,-99,16,10,24,14,-99
07/06/23,3,27,9,-99,10,20,-99,15,12,-99,-99,10,13,30,-99,-99,-99,16,-99,-99,22,18,6,2,-99,9,10,23,-99,-99,9,-99,13,10,13,13,-99
07/06/23,4,18,12,-99,9,16,-99,11,12,-99,-99,10,17,11,-99,-99,-99,19,-99,-99,20,30,8,3,-99,7,7,14,-99,-99,9,-99,16,11,12,13,-99
07/06/23,5,19,11,-99,16,14,-99,9,11,-99,-99,8,18,10,-99,-99,-99,24,-99,-99,31,24,13,2,-99,7,9,18,-99,-99,9,-99,21,11,23,15,-99
07/06/23,6,26,8,-99,18,19,-99,10,21,-99,-99,11,23,14,-99,-99,-99,23,-99,-99,43,38,13,3,-99,8,12,29,-99,-99,21,-99,28,17,29,25,-99
07/06/23,7,26,10,-99,22,28,-99,22,29,-99,-99,20,29,34,-99,-99,-99,37,-99,-99,42,42,20,5,-99,17,18,36,-99,-99,26,-99,34,35,41,30,-99
07/06/23,8,32,18,-99,25,30,-99,25,32,-99,-99,22,28,36,-99,-99,-99,31,-99,-99,41,33,18,4,-99,20,20,40,-99,-99,26,-99,34,30,39,33,-99
07/06/23,9,27,20,-99,39,31,-99,27,16,-99,-99,37,43,23,-99,-99,-99,37,-99,-99,47,46,10,4,-99,21,18,21,-99,-99,14,-99,37,23,23,35,-99
07/06/23,10,19,14,-99,49,28,-99,18,15,-99,-99,39,30,31,-99,-99,-99,31,-99,-99,44,39,7,4,-99,18,11,17,-99,-99,7,-99,28,12,17,30,-99
07/06/23,11,12,10,-99,30,18,-99,14,6,-99,-99,21,30,17,-99,-99,-99,24,-99,-99,39,32,5,2,-99,14,9,14,-99,-99,6,-99,22,8,-99,15,-99
07/06/23,12,11,-99,-99,11,13,-99,-99,7,-99,-99,17,-99,14,-99,-99,-99,21,-99,-99,36,27,4,2,-99,11,8,15,-99,-99,4,-99,18,7,-99,9,-99
07/06/23,13,11,15,-99,12,18,-99,-99,8,-99,-99,11,-99,7,-99,-99,-99,24,-99,-99,27,31,3,2,-99,16,10,11,-99,-99,6,-99,11,13,-99,6,-99
07/06/23,14,10,17,-99,10,24,-99,-99,12,-99,-99,13,-99,6,-99,-99,-99,20,-99,-99,28,28,4,3,-99,21,9,10,-99,-99,8,-99,9,17,-99,5,-99
07/06/23,15,10,17,-99,13,30,-99,-99,13,-99,-99,13,-99,8,-99,-99,-99,33,-99,-99,39,29,4,3,-99,26,24,9,-99,-99,-99,-99,8,26,-99,6,-99
07/06/23,16,8,10,-99,14,26,-99,20,11,-99,-99,17,22,25,-99,-99,-99,28,-99,-99,45,36,7,4,-99,20,26,16,-99,-99,7,-99,11,28,30,4,-99
07/06/23,17,12,10,-99,19,39,-99,22,10,-99,-99,16,30,21,-99,-99,-99,35,-99,-99,42,49,8,4,-99,20,13,27,-99,-99,8,-99,30,14,21,5,-99
07/06/23,18,13,10,-99,33,35,-99,27,10,-99,-99,25,35,13,-99,-99,-99,34,-99,-99,46,48,10,5,-99,26,11,20,-99,-99,7,-99,32,21,22,23,-99
07/06/23,19,13,8,-99,24,31,-99,22,15,-99,-99,34,21,35,-99,-99,-99,39,-99,-99,51,33,10,7,-99,18,33,25,-99,-99,23,-99,29,29,46,24,-99
07/06/23,20,15,24,-99,16,32,-99,37,17,-99,-99,35,19,43,-99,-99,-99,43,-99,-99,54,27,9,12,-99,34,38,37,-99,-99,35,-99,26,38,52,27,-99
07/06/23,21,21,16,-99,24,36,-99,45,18,-99,-99,26,51,28,-99,-99,-99,36,-99,-99,43,48,16,6,-99,40,35,34,-99,-99,33,-99,17,34,40,21,-99
07/06/23,22,31,13,-99,34,45,-99,42,32,-99,-99,40,51,56,-99,-99,-99,50,-99,-99,53,48,26,4,-99,33,41,40,-99,-99,34,-99,45,41,42,16,-99
07/06/23,23,34,10,-99,39,41,-99,22,28,-99,-99,54,46,57,-99,-99,-99,52,-99,-99,55,41,23,4,-99,17,29,46,-99,-99,35,-99,48,39,47,27,-99
07/06/23,24,45,9,-99,34,43,-99,32,24,-99,-99,35,44,54,-99,-99,-99,51,-99,-99,54,43,28,4,-99,25,31,45,-99,-99,25,-99,52,43,47,32,-99
08/06/23,1,40,8,-99,26,38,-99,26,12,-99,-99,29,36,48,-99,-99,-99,46,-99,-99,53,37,16,2,-99,11,29,43,-99,-99,21,-99,57,37,37,35,-99
08/06/23,2,36,16,-99,29,32,-99,25,13,-99,-99,35,31,38,-99,-99,-99,42,-99,-99,52,32,18,2,-99,11,8,31,-99,-99,18,-99,55,27,32,41,-99
08/06/23,3,29,13,-99,26,29,-99,18,8,-99,-99,22,24,35,-99,-99,-99,36,-99,-99,43,25,16,2,-99,17,23,37,-99,-99,14,-99,48,21,24,44,-99
08/06/23,4,29,5,-99,35,27,-99,17,10,-99,-99,33,21,31,-99,-99,-99,32,-99,-99,35,28,17,2,-99,15,26,35,-99,-99,11,-99,45,21,23,43,-99
08/06/23,5,28,7,-99,28,22,-99,16,16,-99,-99,20,19,24,-99,-99,-99,30,-99,-99,34,27,15,2,-99,9,16,29,-99,-99,8,-99,45,20,20,47,-99
08/06/23,6,25,8,-99,25,27,-99,15,27,-99,-99,20,18,34,-99,-99,-99,27,-99,-99,32,32,21,2,-99,15,27,32,-99,-99,16,-99,45,22,25,43,-99
08/06/23,7,22,12,-99,26,23,-99,18,28,-99,-99,22,21,29,-99,-99,-99,27,-99,-99,32,35,17,5,-99,20,29,28,-99,-99,19,-99,44,25,32,35,-99
08/06/23,8,30,14,-99,38,31,-99,28,25,-99,-99,30,28,25,-99,-99,-99,38,-99,-99,40,45,23,4,-99,26,30,34,-99,-99,19,-99,44,24,41,37,-99
08/06/23,9,23,17,-99,53,34,-99,30,22,-99,-99,55,62,29,-99,-99,-99,56,-99,-99,62,50,22,4,-99,20,43,35,-99,-99,18,-99,50,22,32,45,-99
08/06/23,10,15,16,-99,59,48,-99,21,10,-99,-99,58,69,23,-99,-99,-99,48,-99,-99,60,49,16,4,-99,27,14,21,-99,-99,8,-99,35,14,18,41,-99
08/06/23,11,14,12,-99,43,30,-99,16,6,-99,-99,36,55,21,-99,-99,-99,26,-99,-99,47,44,8,2,-99,18,11,18,-99,-99,5,-99,-99,11,16,22,-99
08/06/23,12,13,12,-99,24,-99,-99,10,6,-99,-99,-99,31,14,-99,-99,-99,13,-99,-99,26,26,7,2,-99,11,9,18,-99,-99,5,-99,-99,9,11,14,-99
08/06/23,13,12,9,-99,15,-99,-99,9,7,-99,-99,-99,16,11,-99,-99,-99,12,-99,-99,34,10,6,2,-99,8,10,18,-99,-99,4,-99,-99,8,13,-99,-99
08/06/23,14,12,6,-99,16,-99,-99,4,9,-99,-99,-99,16,10,-99,-99,-99,9,-99,-99,27,9,7,2,-99,5,13,15,-99,-99,8,-99,-99,7,12,-99,-99
08/06/23,15,12,8,-99,11,-99,-99,4,11,-99,-99,-99,9,11,-99,-99,-99,14,-99,-99,21,7,9,3,-99,6,11,14,-99,-99,9,-99,-99,5,11,-99,-99
08/06/23,16,15,8,-99,9,-99,-99,4,10,-99,-99,-99,9,8,-99,-99,-99,9,-99,-99,21,7,9,3,-99,8,11,16,-99,-99,7,-99,-99,6,12,-99,-99
08/06/23,17,17,7,-99,9,-99,-99,4,11,-99,-99,-99,12,10,-99,-99,-99,9,-99,-99,21,7,10,2,-99,8,9,14,-99,-99,8,-99,-99,5,13,-99,-99
08/06/23,18,18,9,-99,13,-99,-99,6,13,-99,-99,-99,19,14,-99,-99,-99,24,-99,-99,22,15,11,4,-99,11,13,20,-99,-99,9,-99,-99,14,19,-99,-99
08/06/23,19,17,10,-99,11,-99,-99,13,14,-99,-99,-99,19,19,-99,-99,-99,30,-99,-99,39,29,12,5,-99,11,16,27,-99,-99,6,-99,-99,19,37,-99,-99
08/06/23,20,16,12,-99,9,-99,-99,21,15,-99,-99,-99,31,27,-99,-99,-99,41,-99,-99,47,35,15,4,-99,19,16,29,-99,-99,6,-99,-99,18,41,-99,-99
08/06/23,21,18,13,-99,9,-99,-99,29,20,-99,-99,-99,43,17,-99,-99,-99,36,-99,-99,37,22,13,3,-99,31,13,28,-99,-99,7,-99,-99,21,32,-99,-99
08/06/23,22,22,8,-99,31,-99,-99,30,24,-99,-99,-99,43,17,-99,-99,-99,32,-99,-99,44,14,14,3,-99,33,13,30,-99,-99,12,-99,-99,25,27,-99,-99
08/06/23,23,28,12,-99,35,-99,-99,22,27,-99,-99,-99,38,19,-99,-99,-99,33,-99,-99,41,14,16,3,-99,19,13,31,-99,-99,17,-99,-99,26,27,-99,-99
08/06/23,24,29,6,-99,19,-99,-99,17,29,-99,-99,-99,33,23,-99,-99,-99,40,-99,-99,52,37,17,-99,-99,16,-99,31,-99,-99,22,-99,-99,31,31,-99,-99
09/06/23,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,39,-99,-99,-99,35,15,-99,-99,-99,-99,-99,-99,-99,31,-99,-99,-99,-99,-99,-99
09/06/23,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,36,-99,-99,-99,20,15,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99
09/06/23,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,24,-99,-99,-99,25,9,-99,-99,-99,-99,-99,-99,-99,35,-99,-99,-99,-99,-99,-99
09/06/23,4,20,4,-99,8,27,-99,12,8,-99,-99,5,19,21,-99,-99,-99,22,-99,-99,35,39,5,3,-99,7,8,23,-99,-99,18,-99,38,12,19,-99,38
09/06/23,5,26,4,-99,13,29,-99,11,13,-99,-99,6,18,16,-99,-99,-99,32,-99,-99,37,43,9,4,-99,6,8,31,-99,-99,18,-99,37,14,21,-99,37
09/06/23,6,25,6,-99,15,31,-99,14,27,-99,-99,9,25,29,-99,-99,-99,32,-99,-99,42,41,22,4,-99,8,24,30,-99,-99,17,-99,36,24,29,-99,40
09/06/23,7,28,16,-99,29,34,-99,22,26,-99,-99,22,30,39,-99,-99,-99,34,-99,-99,41,42,24,5,-99,18,35,38,-99,-99,29,-99,36,33,36,-99,44
09/06/23,8,29,23,-99,34,31,-99,28,23,-99,-99,29,35,46,-99,-99,-99,33,-99,-99,43,51,28,6,-99,19,38,39,-99,-99,26,-99,45,34,33,-99,57
09/06/23,9,26,19,-99,53,35,-99,29,17,-99,-99,40,48,54,-99,-99,-99,32,-99,-99,47,43,11,5,-99,26,51,51,-99,-99,21,-99,41,33,36,-99,68
09/06/23,10,21,30,-99,40,33,-99,29,17,-99,-99,48,38,40,-99,-99,-99,39,-99,-99,47,35,8,6,-99,30,34,40,-99,-99,16,-99,34,30,38,-99,55
09/06/23,11,12,26,-99,13,23,-99,19,14,-99,-99,24,34,22,-99,-99,-99,29,-99,-99,35,28,5,6,-99,19,16,21,-99,-99,15,-99,24,19,30,-99,46
09/06/23,12,10,19,-99,10,22,-99,20,8,-99,-99,16,26,14,-99,-99,-99,26,-99,-99,36,27,8,8,-99,21,17,15,-99,-99,17,-99,15,23,27,6,31
09/06/23,13,10,17,-99,8,12,-99,15,9,-99,-99,10,16,7,-99,-99,-99,26,-99,-99,29,18,5,7,-99,17,12,11,-99,-99,16,-99,9,19,19,4,24
09/06/23,14,10,11,-99,7,8,-99,9,7,-99,-99,11,12,4,-99,-99,-99,15,-99,-99,19,14,-99,3,-99,12,8,8,-99,-99,9,-99,6,14,16,4,15
09/06/23,15,8,11,-99,8,7,-99,8,7,-99,-99,11,11,5,-99,-99,-99,11,-99,-99,23,13,-99,3,-99,10,7,7,-99,-99,9,-99,5,10,11,3,14
09/06/23,16,7,9,-99,8,7,-99,6,7,-99,-99,8,14,5,-99,-99,-99,9,-99,-99,23,14,-99,3,-99,9,7,8,-99,-99,7,-99,7,8,11,3,16
09/06/23,17,8,9,-99,10,8,-99,5,7,-99,-99,7,13,6,-99,-99,-99,12,-99,-99,24,15,-99,4,-99,8,8,7,-99,-99,7,-99,6,7,11,3,17
09/06/23,18,8,10,-99,10,9,-99,6,8,-99,-99,10,12,7,-99,-99,-99,16,-99,-99,26,16,-99,4,-99,10,10,10,-99,-99,7,-99,6,8,12,4,20
09/06/23,19,10,16,-99,9,12,-99,11,13,-99,-99,14,14,10,-99,-99,-99,16,-99,-99,35,19,-99,6,-99,13,15,11,-99,-99,12,-99,10,11,19,7,22
09/06/23,20,11,21,-99,19,21,-99,25,15,-99,-99,31,28,14,-99,-99,-99,25,-99,-99,39,32,-99,5,-99,32,21,16,-99,-99,15,-99,15,20,24,10,29
09/06/23,21,12,25,-99,18,20,-99,24,23,-99,-99,29,28,13,-99,-99,-99,29,-99,-99,31,30,-99,4,-99,27,17,25,-99,-99,14,-99,16,22,20,13,26
09/06/23,22,11,30,-99,24,24,-99,19,36,-99,-99,30,31,15,-99,-99,-99,30,-99,-99,39,23,-99,4,-99,17,21,26,-99,-99,18,-99,12,25,31,17,26
09/06/23,23,13,32,-99,21,37,-99,36,34,-99,-99,33,38,15,-99,-99,-99,43,-99,-99,33,35,-99,5,-99,31,19,26,-99,-99,16,-99,23,38,35,18,31
09/06/23,24,19,25,-99,26,25,-99,39,26,-99,-99,32,38,23,-99,-99,-99,40,-99,-99,31,37,-99,7,-99,34,34,27,-99,-99,13,-99,43,34,40,22,34
10/06/23,1,20,16,-99,23,36,-99,25,27,-99,-99,19,33,31,-99,-99,-99,44,-99,-99,34,41,-99,5,-99,20,26,35,-99,-99,32,-99,46,50,36,31,37
10/06/23,2,25,11,-99,21,37,-99,20,19,-99,-99,12,29,32,-99,-99,-99,44,-99,-99,45,42,-99,7,-99,12,21,38,-99,-99,28,-99,40,44,42,38,30
10/06/23,3,28,6,-99,25,26,-99,13,31,-99,-99,10,25,29,-99,-99,-99,34,-99,-99,42,35,-99,6,-99,7,21,28,-99,-99,22,-99,37,34,42,36,40
10/06/23,4,27,4,-99,24,25,-99,11,24,-99,-99,9,21,32,-99,-99,-99,36,-99,-99,40,40,-99,3,-99,6,26,26,-99,-99,17,-99,39,25,36,35,33
10/06/23,5,26,4,-99,23,32,-99,11,25,-99,-99,10,26,30,-99,-99,-99,36,-99,-99,37,39,-99,2,-99,6,36,32,-99,-99,15,-99,36,22,37,32,37
10/06/23,6,26,5,-99,23,33,-99,15,17,-99,-99,12,26,28,-99,-99,-99,37,-99,-99,42,42,-99,2,-99,10,27,31,-99,-99,26,-99,35,22,38,30,38
10/06/23,7,27,7,-99,25,33,-99,22,24,-99,-99,19,28,30,-99,-99,-99,37,-99,-99,48,41,-99,4,-99,21,14,34,-99,-99,24,-99,35,25,43,27,39
10/06/23,8,28,16,-99,30,36,-99,28,16,-99,-99,23,32,37,-99,-99,-99,31,-99,-99,49,42,-99,4,-99,33,16,38,-99,-99,24,-99,38,26,38,31,41
10/06/23,9,25,17,-99,40,34,-99,29,7,-99,-99,32,46,26,-99,-99,-99,30,-99,-99,41,57,-99,4,-99,37,16,23,-99,-99,11,-99,46,18,16,32,34
10/06/23,10,15,21,-99,45,36,-99,25,6,-99,-99,49,51,11,-99,-99,-99,33,-99,-99,47,54,-99,3,-99,28,11,15,-99,-99,8,-99,36,13,20,44,32
10/06/23,11,10,19,-99,30,22,-99,22,8,-99,-99,35,34,10,-99,-99,-99,31,-99,-99,44,35,-99,2,-99,25,13,14,-99,-99,6,-99,21,14,22,28,27
10/06/23,12,9,-99,-99,14,14,-99,15,7,-99,-99,24,31,8,-99,-99,-99,25,-99,-99,24,22,-99,3,-99,17,12,14,-99,-99,6,-99,19,13,20,11,26
10/06/23,13,9,14,-99,13,10,-99,12,9,-99,-99,12,19,6,-99,-99,-99,18,-99,-99,24,17,-99,2,-99,14,10,12,-99,-99,8,-99,9,13,14,5,19
10/06/23,14,9,13,-99,9,8,-99,10,6,-99,-99,11,18,4,-99,-99,-99,16,-99,-99,23,15,-99,2,-99,11,9,9,-99,-99,8,-99,7,10,12,5,16
10/06/23,15,9,14,-99,7,6,-99,10,9,-99,-99,9,17,4,-99,-99,-99,14,-99,-99,18,12,-99,3,-99,11,7,9,-99,-99,8,-99,6,9,7,4,15
10/06/23,16,9,12,-99,8,6,-99,8,11,-99,-99,10,14,4,-99,-99,-99,10,-99,-99,14,12,-99,3,-99,8,7,10,-99,-99,6,-99,7,7,7,4,15
10/06/23,17,8,11,-99,9,6,-99,7,10,-99,-99,9,15,4,-99,-99,-99,14,-99,-99,19,12,-99,2,-99,7,7,9,-99,-99,6,-99,6,8,7,4,21
10/06/23,18,8,11,-99,11,8,-99,10,8,-99,-99,10,12,6,-99,-99,-99,16,-99,-99,17,16,-99,2,-99,9,8,10,-99,-99,7,-99,8,10,9,4,20
10/06/23,19,11,17,-99,13,14,-99,16,11,-99,-99,17,15,8,-99,-99,-99,22,-99,-99,19,22,-99,2,-99,13,8,15,-99,-99,7,-99,9,12,10,6,21
10/06/23,20,11,14,-99,22,16,-99,18,13,-99,-99,42,30,11,-99,-99,-99,24,-99,-99,15,21,-99,3,-99,13,10,17,-99,-99,7,-99,17,10,11,14,19
10/06/23,21,11,18,-99,24,18,-99,21,22,-99,-99,20,28,15,-99,-99,-99,20,-99,-99,18,20,-99,3,-99,17,16,21,-99,-99,11,-99,17,11,16,17,24
10/06/23,22,15,17,-99,23,16,-99,15,25,-99,-99,19,40,24,-99,-99,-99,30,-99,-99,35,24,-99,6,-99,17,20,29,-99,-99,17,-99,15,17,29,21,37
10/06/23,23,33,10,-99,31,23,-99,24,21,-99,-99,40,31,42,-99,-99,-99,39,-99,-99,49,31,-99,4,-99,31,14,37,-99,-99,14,-99,18,19,30,23,51
10/06/23,24,42,9,-99,24,27,-99,29,27,-99,-99,28,39,23,-99,-99,-99,39,-99,-99,59,24,-99,2,-99,30,16,34,-99,-99,15,-99,22,30,27,47,56
11/06/23,1,49,7,-99,31,25,-99,26,23,-99,-99,18,33,25,-99,-99,-99,36,-99,-99,55,35,-99,2,-99,19,10,25,-99,-99,12,-99,41,17,23,44,31
11/06/23,2,38,6,-99,35,23,-99,20,17,-99,-99,15,30,29,-99,-99,-99,26,-99,-99,39,33,-99,2,-99,9,6,26,-99,-99,16,-99,50,17,19,49,43
11/06/23,3,29,4,-99,28,20,-99,18,14,-99,-99,13,22,15,-99,-99,-99,25,-99,-99,33,37,-99,2,-99,9,6,24,-99,-99,14,-99,40,20,14,42,48
11/06/23,4,30,5,-99,21,20,-99,14,9,-99,-99,-99,24,16,-99,-99,-99,33,-99,-99,40,38,-99,3,-99,10,5,27,-99,-99,9,-99,46,16,19,34,40
11/06/23,5,27,4,-99,15,20,-99,16,15,-99,-99,7,21,24,-99,-99,-99,30,-99,-99,41,39,-99,2,-99,14,8,28,-99,-99,8,-99,46,12,14,30,26
11/06/23,6,25,4,-99,26,20,-99,19,24,-99,-99,10,24,15,-99,-99,-99,26,-99,-99,38,25,-99,3,-99,15,11,20,-99,-99,12,-99,43,14,22,33,26
11/06/23,7,22,13,-99,30,27,-99,18,23,-99,-99,29,22,20,-99,-99,-99,31,-99,-99,35,39,-99,3,-99,18,9,31,-99,-99,15,-99,37,19,28,30,25
11/06/23,8,22,21,-99,19,19,-99,17,21,-99,-99,31,30,18,-99,-99,-99,34,-99,-99,46,37,-99,4,-99,22,-99,26,-99,-99,16,-99,34,15,37,30,36
11/06/23,9,15,19,-99,21,21,-99,14,10,-99,-99,32,33,14,-99,-99,-99,26,-99,-99,37,30,-99,7,-99,22,32,22,-99,-99,11,-99,36,15,36,28,27
11/06/23,10,13,13,-99,18,23,-99,17,8,-99,-99,31,33,11,-99,-99,-99,30,-99,-99,42,27,-99,6,-99,19,30,13,-99,-99,9,-99,23,15,27,19,27
11/06/23,11,13,11,-99,10,17,-99,13,5,-99,-99,15,30,11,-99,-99,-99,26,-99,-99,26,16,-99,3,-99,17,15,14,-99,-99,10,-99,14,14,24,10,27
11/06/23,12,10,10,-99,7,8,-99,10,8,-99,-99,10,17,6,-99,-99,-99,18,-99,-99,16,13,-99,3,-99,10,9,11,-99,-99,9,-99,8,10,20,7,21
11/06/23,13,8,8,-99,6,6,-99,7,7,-99,-99,9,14,4,-99,-99,-99,12,-99,-99,13,11,-99,3,-99,8,8,6,-99,-99,9,-99,5,9,12,3,16
11/06/23,14,8,7,-99,6,5,-99,8,8,-99,-99,8,11,3,-99,-99,-99,12,-99,-99,15,12,-99,3,-99,8,7,7,-99,-99,8,-99,5,7,8,5,10
11/06/23,15,6,10,-99,5,5,-99,8,7,-99,-99,8,8,3,-99,-99,-99,10,-99,-99,14,11,-99,2,-99,8,6,7,-99,-99,6,-99,5,8,6,4,11
11/06/23,16,11,10,-99,7,5,-99,7,8,-99,-99,9,11,5,-99,-99,-99,9,-99,-99,11,11,-99,2,-99,8,6,-99,-99,-99,5,-99,6,7,7,4,15
11/06/23,17,14,8,-99,9,8,-99,10,-99,-99,-99,10,14,-99,-99,-99,-99,14,-99,-99,14,13,-99,2,-99,8,8,-99,-99,-99,4,-99,7,7,7,7,12
11/06/23,18,14,7,-99,19,12,-99,11,-99,-99,-99,12,18,28,-99,-99,-99,23,-99,-99,21,21,-99,3,-99,9,11,25,-99,-99,8,-99,9,17,20,12,23
11/06/23,19,12,7,-99,16,19,-99,15,-99,-99,-99,22,29,32,-99,-99,-99,31,-99,-99,33,27,-99,3,-99,9,20,26,-99,-99,8,-99,16,27,22,15,36
11/06/23,20,18,8,-99,18,30,-99,14,-99,-99,-99,31,36,40,-99,-99,-99,45,-99,-99,46,28,-99,3,-99,14,21,26,-99,-99,14,-99,33,25,33,19,39
11/06/23,21,24,7,-99,15,26,-99,12,-99,-99,-99,30,41,48,-99,-99,-99,52,-99,-99,53,40,-99,4,-99,15,22,42,-99,-99,19,-99,31,36,45,30,36
11/06/23,22,34,10,-99,20,36,-99,32,-99,-99,-99,18,38,58,-99,-99,-99,52,-99,-99,57,38,-99,3,-99,21,14,49,-99,-99,17,-99,36,30,50,46,50
11/06/23,23,34,5,-99,36,41,-99,24,-99,-99,-99,21,39,59,-99,-99,-99,47,-99,-99,50,38,-99,2,-99,12,25,54,-99,-99,31,-99,48,29,43,40,59
11/06/23,24,41,5,-99,35,29,-99,15,-99,-99,-99,23,34,50,-99,-99,-99,45,-99,-99,48,43,-99,2,-99,8,12,53,-99,-99,16,-99,47,24,38,49,56
12/06/23,1,38,7,-99,28,21,-99,13,-99,-99,-99,15,27,49,-99,-99,-99,40,-99,-99,49,44,31,4,-99,7,7,50,-99,-99,12,-99,37,15,32,53,53
12/06/23,2,33,3,-99,25,33,-99,13,-99,-99,-99,10,24,47,-99,-99,-99,30,-99,-99,36,44,26,3,-99,5,7,43,-99,-99,10,-99,46,17,21,48,49
12/06/23,3,29,3,-99,17,29,-99,16,-99,-99,-99,17,19,33,-99,-99,-99,22,-99,-99,30,41,26,2,-99,4,37,33,-99,-99,12,-99,45,21,20,41,47
12/06/23,4,23,3,-99,18,23,-99,13,-99,-99,-99,8,14,26,-99,-99,-99,25,-99,-99,27,36,19,2,-99,4,19,28,-99,-99,11,-99,40,16,20,33,44
12/06/23,5,19,7,-99,16,23,-99,13,-99,-99,-99,7,17,23,-99,-99,-99,28,-99,-99,31,36,21,3,-99,9,17,32,-99,-99,16,-99,35,16,35,33,39
12/06/23,6,21,7,-99,17,29,-99,24,-99,-99,-99,12,25,21,-99,-99,-99,33,-99,-99,38,41,23,4,-99,18,37,31,-99,-99,17,-99,35,30,34,35,43
12/06/23,7,25,11,-99,27,34,-99,22,-99,-99,-99,22,31,26,-99,-99,-99,38,-99,-99,42,39,21,5,-99,24,40,29,-99,-99,25,-99,38,31,37,37,43
12/06/23,8,25,21,-99,39,39,-99,33,-99,-99,-99,20,43,25,-99,-99,-99,39,-99,-99,49,38,29,10,-99,24,44,29,-99,-99,26,-99,37,36,39,42,43
12/06/23,9,32,22,-99,-99,45,-99,41,-99,-99,-99,23,54,22,-99,-99,-99,39,-99,-99,56,45,13,14,-99,31,41,30,-99,-99,22,-99,44,29,40,45,51
12/06/23,10,28,21,-99,-99,36,-99,32,-99,-99,-99,27,49,18,-99,-99,-99,44,-99,-99,49,37,12,8,-99,38,36,19,-99,-99,13,-99,34,24,35,31,47
12/06/23,11,26,30,-99,-99,35,-99,31,-99,-99,-99,20,39,21,-99,-99,-99,44,-99,-99,56,29,10,6,-99,31,31,28,-99,-99,16,-99,29,27,42,7,46
12/06/23,12,11,19,-99,-99,21,-99,18,-99,-99,-99,14,23,-99,-99,-99,-99,30,-99,-99,36,22,10,5,-99,16,22,16,-99,-99,16,-99,11,24,33,5,25
12/06/23,13,9,13,-99,-99,11,-99,14,-99,-99,-99,8,18,5,-99,-99,-99,17,-99,-99,15,19,6,6,-99,13,11,12,-99,-99,16,-99,7,15,15,6,17
12/06/23,14,6,8,-99,-99,7,-99,8,-99,-99,-99,11,11,4,-99,-99,-99,13,-99,-99,22,12,2,4,-99,9,7,10,-99,-99,9,-99,8,7,11,5,16
12/06/23,15,6,10,-99,-99,7,-99,7,-99,-99,-99,12,14,3,-99,-99,-99,12,-99,-99,16,12,2,3,-99,10,7,10,-99,-99,6,-99,6,6,6,4,16
12/06/23,16,5,6,-99,8,7,-99,6,-99,-99,-99,10,11,3,-99,-99,-99,12,-99,-99,13,12,2,3,-99,6,6,10,-99,-99,6,-99,4,6,5,3,14
